num_of_antecedent_events,avg_of_case_remaining_time,y_case_remaining_time
2,464769.29334285716,17058.654
2,1422326.2889344261,16993.581
3,464769.29334285716,16992.694
4,1385864.467095238,11434.354
4,1385864.467095238,11388.054
5,1385864.467095238,11381.086
5,1385864.467095238,11166.768
6,1385864.467095238,576.365
6,3.955120689655173,3.98
7,1385864.467095238,0.0
0,893074.6129696969,2679445.393
1,893074.2617575764,2679445.205
2,1422326.2889344261,2679401.349
3,1385864.467095238,2677706.184
3,1385864.467095238,2677680.534
4,1385864.467095238,2673268.246
4,1385864.467095238,2673125.764
5,1385864.467095238,1873963.649
5,1385864.467095238,1873915.097
6,1385864.467095238,0.056
7,1.553904761904762,0.0
0,893074.6129696969,189865.051
1,893074.2617575764,189864.906
2,464769.29334285716,189258.884
2,1422326.2889344261,189150.847
3,464769.29334285716,189149.825
4,1385864.467095238,179021.74
4,1385864.467095238,178760.368
5,1385864.467095238,12410.549
5,1385864.467095238,12326.479
6,1385864.467095238,200.622
6,1.553904761904762,1.764
7,1385864.467095238,0.0
0,893074.6129696969,1040777.581
1,893074.2617575764,1040777.293
2,1422326.2889344261,1040745.378
3,1385864.467095238,1034487.895
3,1385864.467095238,1034361.74
4,1385864.467095238,1032396.381
4,1759333.5449512198,1032055.295
5,2020808.8138679247,1031707.526
6,1759100.6792439027,1031707.526
7,2020802.8962452828,1031706.302
8,2020802.8545283014,1031706.276
9,1385864.467095238,1031703.927
10,1725338.3866436782,412209.261
10,1725338.3866436782,412030.71
11,1725338.3866436782,252693.356
11,938863.0248275863,252684.681
12,1725338.3866436782,252683.297
13,539168.8967457627,279.485
13,3.955120689655173,3.462
14,4.410111111111111,3.462
15,539168.8967457627,0.0
0,893074.6129696969,2241622.427
1,893074.2617575764,2241622.133
2,1422326.2889344261,2241580.823
3,1385864.467095238,2241553.336
3,1759333.5449512198,2241339.813
4,1759100.6792439027,2241201.065
5,2020808.8138679247,2241201.065
6,2020802.8962452828,2241199.083
7,2020802.8545283014,2241199.056
8,1385864.467095238,2241197.836
9,1725338.3866436782,2241187.749
9,1725338.3866436782,2241182.816
10,1725338.3866436782,2241154.504
10,2020808.8138679247,2241068.875
11,1457490.0654166667,2241068.875
12,2020802.8962452828,2241067.58
13,2020802.8545283014,2241067.557
14,1725338.3866436782,2241065.159
15,1725338.3866436782,2241047.579
15,1725338.3866436782,2240861.257
16,1725338.3866436782,2240852.315
16,1725338.3866436782,2240847.086
17,1725338.3866436782,1615725.47
17,1725338.3866436782,1615583.818
18,1725338.3866436782,1463020.041
18,938863.0248275863,1462976.806
19,1725338.3866436782,1462974.338
20,539168.8967457627,1199316.747
20,539168.8967457627,1197709.261
21,988618.7524525548,1196163.988
21,988618.7524525548,1195939.5
22,988618.7524525548,1193148.486
22,988618.7524525548,1193085.476
23,988618.7524525548,1182381.718
23,988618.7524525548,1181159.881
24,988618.7524525548,1181145.643
24,988618.7524525548,1181027.864
25,988618.7524525548,1181025.847
25,988618.7524525548,1181015.678
26,988618.7524525548,1015497.591
26,988618.7524525548,1015230.302
27,988618.7524525548,1009316.155
27,988618.7524525548,1009307.166
28,988618.7524525548,848769.284
28,988618.7524525548,848709.879
29,988618.7524525548,845380.803
29,988618.7524525548,845364.909
30,988618.7524525548,752593.512
30,988618.7524525548,750697.544
31,988618.7524525548,748465.322
31,988618.7524525548,747086.988
32,539168.8967457627,693475.347
32,539168.8967457627,692680.418
33,988618.7524525548,692001.197
33,988618.7524525548,691260.095
34,988618.7524525548,691255.562
34,988618.7524525548,690822.695
35,988618.7524525548,604061.686
35,988618.7524525548,604048.827
36,988618.7524525548,237544.862
36,988618.7524525548,237186.258
37,988618.7524525548,90373.778
37,988618.7524525548,90323.375
38,539168.8967457627,951.315
38,493689.84500000003,8.463
39,493689.8447222223,8.463
40,493689.8443888889,8.462
41,493689.8442777778,8.462
42,539168.8967457627,0.0
0,893074.6129696969,796855.639
1,893074.2617575764,796854.99
2,1422326.2889344261,796812.825
3,1385864.467095238,796761.311
3,1759333.5449512198,796193.6
4,2020808.8138679247,796062.313
5,1759100.6792439027,796062.313
6,2020802.8962452828,796060.892
7,2020802.8545283014,796060.86
8,1385864.467095238,796059.583
9,1725338.3866436782,796029.074
9,1725338.3866436782,795937.46
10,1725338.3866436782,795717.719
10,1725338.3866436782,795335.547
11,1725338.3866436782,524659.359
11,1725338.3866436782,524450.285
12,1725338.3866436782,369568.57
12,938863.0248275863,369523.808
13,1725338.3866436782,369522.144
14,539168.8967457627,24943.524
14,539168.8967457627,22940.447
15,988618.7524525548,22263.461
15,988618.7524525548,22104.991
16,988618.7524525548,17275.553
16,988618.7524525548,17156.941
17,988618.7524525548,7962.467
17,988618.7524525548,7575.687
18,988618.7524525548,384.596
18,4.410111111111111,4.387
19,3.955120689655173,4.387
20,988618.7524525548,0.0
0,893074.6129696969,186966.2
1,893074.2617575764,186965.929
2,464769.29334285716,186226.24
2,464769.29334285716,185752.905
3,464769.29334285716,185303.803
3,1422326.2889344261,185246.444
4,464769.29334285716,185244.978
5,1385864.467095238,181448.407
5,1385864.467095238,181271.742
6,1385864.467095238,179188.053
6,1385864.467095238,179178.701
7,1385864.467095238,174948.643
7,1385864.467095238,174782.798
8,1385864.467095238,15401.659
8,1385864.467095238,15278.376
9,1385864.467095238,639.215
9,3.955120689655173,3.036
10,1385864.467095238,0.0
0,893074.6129696969,43.699
1,893074.2617575764,43.559
2,3.955120689655173,0.0
0,893074.6129696969,1715532.568
1,893074.2617575764,1715532.304
2,1422326.2889344261,1715482.246
3,1385864.467095238,1710932.253
3,1385864.467095238,1710769.521
4,1385864.467095238,1706002.981
4,1385864.467095238,1705989.071
5,1385864.467095238,1705980.348
5,1385864.467095238,1705022.123
6,1385864.467095238,1705002.396
6,1759333.5449512198,1704735.139
7,2020808.8138679247,1704493.257
8,1759100.6792439027,1704493.256
9,2020802.8962452828,1704491.525
10,2020802.8545283014,1704491.499
11,1385864.467095238,1704489.23
12,1725338.3866436782,1704321.359
12,1725338.3866436782,1703981.747
13,1725338.3866436782,1097482.423
13,1725338.3866436782,1097280.932
14,1725338.3866436782,908465.462
14,1725338.3866436782,908334.721
15,1725338.3866436782,858122.609
15,1725338.3866436782,858077.179
16,1725338.3866436782,825257.967
16,1725338.3866436782,825193.821
17,1725338.3866436782,754313.792
17,1725338.3866436782,754260.832
18,1725338.3866436782,657214.258
18,1725338.3866436782,657157.517
19,1725338.3866436782,600480.322
19,938863.0248275863,600433.316
20,1725338.3866436782,600431.425
21,539168.8967457627,160982.736
21,539168.8967457627,157696.33
22,988618.7524525548,157466.769
22,988618.7524525548,156924.238
23,988618.7524525548,156827.502
23,988618.7524525548,156697.046
24,988618.7524525548,137596.115
24,988618.7524525548,136593.8
25,988618.7524525548,89891.243
25,988618.7524525548,89865.431
26,539168.8967457627,84638.471
26,539168.8967457627,82765.156
27,988618.7524525548,82200.1
27,988618.7524525548,81632.92
28,988618.7524525548,80696.248
28,988618.7524525548,80594.865
29,539168.8967457627,76366.121
29,539168.8967457627,76054.501
30,988618.7524525548,74924.26
30,988618.7524525548,74148.463
31,988618.7524525548,69416.304
31,988618.7524525548,69358.971
32,988618.7524525548,60195.718
32,988618.7524525548,60159.432
33,539168.8967457627,58390.095
33,539168.8967457627,10396.119
34,539168.8967457627,413.149
34,539168.8967457627,190.657
35,539168.8967457627,86.204
35,493689.84500000003,7.261
36,493689.8442777778,7.26
37,493689.8443888889,7.26
38,493689.8447222223,7.26
39,539168.8967457627,0.0
0,893074.6129696969,8122.309
1,893074.2617575764,8122.216
2,464769.29334285716,44.46
2,3.955120689655173,3.309
3,464769.29334285716,0.0
0,893074.6129696969,1465178.997
1,893074.2617575764,1465178.758
2,1422326.2889344261,1465133.553
3,1385864.467095238,1456540.834
3,1385864.467095238,1455688.188
4,1385864.467095238,1455141.679
4,1385864.467095238,1454752.781
5,1385864.467095238,1454737.189
5,1759333.5449512198,1454481.835
6,1759100.6792439027,1454171.498
7,2020808.8138679247,1454171.498
8,2020802.8962452828,1454170.111
9,2020802.8545283014,1454170.071
10,1385864.467095238,1454168.901
11,1725338.3866436782,1206296.577
11,2020808.8138679247,1206137.776
12,1457490.0654166667,1206137.776
13,2020802.8962452828,1206136.546
14,2020802.8545283014,1206136.506
15,1725338.3866436782,1206134.997
16,1725338.3866436782,685668.553
16,938863.0248275863,685659.176
17,1725338.3866436782,685657.576
18,539168.8967457627,437441.349
18,539168.8967457627,436348.556
19,988618.7524525548,435783.642
19,988618.7524525548,435480.546
20,988618.7524525548,435452.444
20,988618.7524525548,435304.445
21,988618.7524525548,435284.731
21,988618.7524525548,435196.756
22,988618.7524525548,434045.366
22,2020808.8138679247,433485.209
23,1457490.0654166667,433485.209
24,2020802.8962452828,433484.158
25,2020802.8545283014,433484.124
26,988618.7524525548,433482.054
27,988618.7524525548,431221.004
27,988618.7524525548,431107.287
28,988618.7524525548,6084.727
28,938863.0248275863,6061.397
29,988618.7524525548,6059.153
30,539168.8967457627,668.167
30,493689.84500000003,9.053
31,493689.8447222223,9.053
32,493689.8443888889,9.052
33,493689.8442777778,9.052
34,539168.8967457627,0.0
0,893074.6129696969,1134596.991
1,893074.2617575764,1134596.789
2,1422326.2889344261,1134553.533
3,1385864.467095238,1126605.345
3,1385864.467095238,1126527.745
4,1385864.467095238,1125791.593
4,1385864.467095238,1125654.592
5,1385864.467095238,1125478.065
5,1759333.5449512198,1124924.016
6,2020808.8138679247,1124776.039
7,1759100.6792439027,1124776.039
8,2020802.8962452828,1124774.883
9,2020802.8545283014,1124774.853
10,1385864.467095238,1124772.648
11,1725338.3866436782,1124559.811
11,1725338.3866436782,1124553.717
12,1725338.3866436782,521744.51
12,1725338.3866436782,521407.458
13,1725338.3866436782,281062.685
13,938863.0248275863,281023.113
14,1725338.3866436782,281021.61
15,539168.8967457627,98768.118
15,539168.8967457627,97829.505
16,539168.8967457627,93161.589
16,539168.8967457627,91116.289
17,988618.7524525548,73691.775
17,988618.7524525548,73268.032
18,988618.7524525548,22658.699
18,988618.7524525548,22574.106
19,988618.7524525548,11032.13
19,988618.7524525548,10977.252
20,988618.7524525548,10021.751
20,988618.7524525548,9950.54
21,988618.7524525548,8321.012
21,988618.7524525548,8257.465
22,988618.7524525548,2070.36
22,988618.7524525548,2016.907
23,539168.8967457627,107.38
23,493689.84500000003,8.124
24,493689.8443888889,8.124
25,493689.8447222223,8.124
26,493689.8442777778,8.124
27,539168.8967457627,0.0
0,893074.6129696969,1130876.516
1,893074.2617575764,1130876.347
2,464769.29334285716,1126629.349
2,1422326.2889344261,1126547.843
3,464769.29334285716,1126546.885
4,1385864.467095238,1123720.276
4,1385864.467095238,1123328.121
5,1385864.467095238,960999.361
5,1385864.467095238,960951.332
6,1385864.467095238,950334.775
6,1385864.467095238,950218.44
7,1385864.467095238,879672.005
7,1385864.467095238,879413.245
8,1385864.467095238,872802.146
8,1385864.467095238,872747.932
9,1385864.467095238,858357.537
9,1385864.467095238,858299.276
10,1385864.467095238,800431.5
10,1385864.467095238,800393.193
11,1385864.467095238,786270.867
11,1385864.467095238,786211.415
12,1385864.467095238,769104.603
12,1385864.467095238,769080.004
13,1385864.467095238,766840.268
13,1385864.467095238,766730.958
14,1385864.467095238,712377.54
14,1385864.467095238,712324.985
15,1385864.467095238,673136.628
15,1385864.467095238,673076.469
16,1385864.467095238,595117.705
16,1385864.467095238,595030.773
17,1385864.467095238,536545.709
17,1385864.467095238,536441.45
18,1385864.467095238,534294.905
18,1385864.467095238,534107.114
19,1385864.467095238,414.306
19,3.955120689655173,4.657
20,1385864.467095238,0.0
0,893074.6129696969,599863.578
1,893074.2617575764,599863.388
2,464769.29334285716,595572.97
2,1422326.2889344261,595473.656
3,464769.29334285716,595472.49
4,1385864.467095238,593772.801
4,1759333.5449512198,593425.917
5,2020808.8138679247,593238.017
6,1759100.6792439027,593238.016
7,2020802.8962452828,593235.035
8,2020802.8545283014,593235.013
9,1385864.467095238,593232.831
10,1725338.3866436782,484.894
10,1457490.0654166667,2.083
11,1.553904761904762,2.083
12,1725338.3866436782,0.0
0,893074.6129696969,182107.961
1,893074.2617575764,182107.742
2,464769.29334285716,177773.624
2,1422326.2889344261,177607.266
3,464769.29334285716,177606.146
4,1385864.467095238,175648.278
4,1385864.467095238,175635.941
5,1385864.467095238,175631.612
5,1385864.467095238,175625.921
6,1385864.467095238,175457.435
6,1385864.467095238,175434.922
7,1385864.467095238,175348.1
7,1385864.467095238,174888.134
8,1385864.467095238,173800.603
8,1759333.5449512198,173462.073
9,1759100.6792439027,173259.218
10,2020808.8138679247,173259.218
11,2020802.8962452828,173211.417
12,2020802.8545283014,173211.38
13,1385864.467095238,173210.107
14,1725338.3866436782,173198.486
14,1725338.3866436782,173103.536
15,1725338.3866436782,172980.047
15,1457490.0654166667,172927.643
16,2020808.8138679247,172927.643
17,2020802.8962452828,172926.655
18,2020802.8545283014,172926.63
19,1725338.3866436782,172925.251
20,1725338.3866436782,172902.446
20,1725338.3866436782,172558.52
21,1725338.3866436782,534.218
21,3.955120689655173,4.714
22,4.410111111111111,4.714
23,1725338.3866436782,0.0
0,893074.6129696969,851098.268
1,893074.2617575764,851098.012
2,1422326.2889344261,851056.583
3,1385864.467095238,846703.129
3,1385864.467095238,846334.277
4,1385864.467095238,842436.324
4,1759333.5449512198,842189.173
5,1759100.6792439027,841778.519
6,2020808.8138679247,841778.519
7,2020802.8962452828,841776.741
8,2020802.8545283014,841776.706
9,1385864.467095238,841774.336
10,1725338.3866436782,338368.12
10,938863.0248275863,338359.391
11,1725338.3866436782,338357.362
12,539168.8967457627,647.073
12,493689.84500000003,6.727
13,493689.8443888889,6.726
14,493689.8442777778,6.726
15,493689.8447222223,6.726
16,539168.8967457627,0.0
0,893074.6129696969,1121912.096
1,893074.2617575764,1121910.775
2,1422326.2889344261,1121870.599
3,1385864.467095238,1119273.239
3,1385864.467095238,1118640.047
4,1385864.467095238,1117881.22
4,1385864.467095238,1117717.605
5,1385864.467095238,955936.363
5,1385864.467095238,955881.963
6,1385864.467095238,882153.581
6,1385864.467095238,882016.858
7,1385864.467095238,868148.342
7,1385864.467095238,867917.437
8,1385864.467095238,851553.105
8,1385864.467095238,851473.335
9,1385864.467095238,794240.703
9,1385864.467095238,794183.368
10,1385864.467095238,779844.316
10,1385864.467095238,779787.624
11,1385864.467095238,762778.146
11,1385864.467095238,762570.257
12,1385864.467095238,707479.083
12,1385864.467095238,707370.158
13,1385864.467095238,623433.522
13,1385864.467095238,623422.325
14,1385864.467095238,589666.995
14,1385864.467095238,589604.383
15,1385864.467095238,530492.332
15,1385864.467095238,530179.369
16,1385864.467095238,2340.731
16,1385864.467095238,2219.676
17,1385864.467095238,2189.76
17,1385864.467095238,2142.072
18,1385864.467095238,153.595
18,1385864.467095238,130.861
19,584.8812499999999,117.979
19,584.8812499999999,101.991
20,584.8812499999999,68.806
20,3.955120689655173,2.689
21,584.8812499999999,0.0
0,893074.6129696969,37.588
1,893074.2617575764,37.386
2,3.955120689655173,0.0
0,893074.6129696969,1124753.739
1,893074.2617575764,1124753.408
2,1422326.2889344261,1124714.108
3,1385864.467095238,1122705.363
3,1759333.5449512198,1122276.496
4,1759100.6792439027,1121967.78
5,2020808.8138679247,1121967.78
6,2020802.8962452828,1121966.853
7,2020802.8545283014,1121966.826
8,1385864.467095238,1121965.623
9,1725338.3866436782,529696.999
9,1725338.3866436782,529572.528
10,1725338.3866436782,330564.499
10,1725338.3866436782,330541.465
11,1725338.3866436782,276143.194
11,938863.0248275863,275973.356
12,1725338.3866436782,275972.029
13,539168.8967457627,1439.359
13,493689.8447222223,7.809
14,493689.8442777778,7.809
15,493689.8443888889,7.809
16,493689.84500000003,7.809
17,539168.8967457627,0.0
0,893074.6129696969,1761.029
1,893074.2617575764,1760.404
2,464769.29334285716,122.916
2,3.955120689655173,3.161
3,464769.29334285716,0.0
0,893074.6129696969,448809.9
1,893074.2617575764,448809.801
2,1422326.2889344261,448767.184
3,1385864.467095238,448262.682
3,1385864.467095238,446775.778
4,1385864.467095238,446714.805
4,1385864.467095238,446628.492
5,1385864.467095238,284747.841
5,1385864.467095238,284627.169
6,1385864.467095238,213607.648
6,1385864.467095238,213451.949
7,1385864.467095238,201019.259
7,1385864.467095238,200463.195
8,1385864.467095238,185963.238
8,1385864.467095238,185678.579
9,1385864.467095238,127945.824
9,1385864.467095238,127892.079
10,1385864.467095238,122969.637
10,1385864.467095238,122959.606
11,1385864.467095238,111060.555
11,1385864.467095238,110789.193
12,1385864.467095238,93895.69
12,1385864.467095238,93673.597
13,1385864.467095238,39248.031
13,1385864.467095238,39229.791
14,1385864.467095238,127.917
14,1.553904761904762,1.579
15,1385864.467095238,0.0
0,893074.6129696969,36.499
1,893074.2617575764,36.366
2,3.955120689655173,0.0
0,893074.6129696969,35.277
1,893074.2617575764,35.177
2,3.955120689655173,0.0
0,893074.6129696969,149944.443
1,893074.2617575764,149944.333
2,1422326.2889344261,149912.63
3,1385864.467095238,5468.402
3,1385864.467095238,4679.422
4,1385864.467095238,256.137
4,3.955120689655173,3.508
5,1385864.467095238,0.0
0,893074.6129696969,141326.464
1,893074.2617575764,141326.291
2,464769.29334285716,341.658
2,3.955120689655173,4.029
3,464769.29334285716,0.0
0,893074.6129696969,141277.848
1,893074.2617575764,141277.734
2,1422326.2889344261,141238.271
3,1385864.467095238,621.291
3,3.955120689655173,24.992
4,1385864.467095238,0.0
0,893074.6129696969,3869079.954
1,893074.2617575764,3869079.82
2,1422326.2889344261,3869034.323
3,1385864.467095238,3731628.205
3,1385864.467095238,3731450.317
4,1385864.467095238,3712513.024
4,1385864.467095238,3712426.033
5,1385864.467095238,3642601.369
5,1385864.467095238,3642546.711
6,1385864.467095238,3629492.265
6,1385864.467095238,3629321.752
7,1385864.467095238,3616567.669
7,1385864.467095238,3616532.606
8,1385864.467095238,3616517.671
8,1385864.467095238,3616512.155
9,1385864.467095238,3616253.347
9,1385864.467095238,3616246.942
10,1385864.467095238,3615667.54
10,1759333.5449512198,3615310.343
11,2020808.8138679247,3615189.677
12,1759100.6792439027,3615189.677
13,2020802.8962452828,3615188.482
14,2020802.8545283014,3615188.44
15,1385864.467095238,3615187.015
16,1725338.3866436782,2999561.023
16,1725338.3866436782,2999257.022
17,1725338.3866436782,2927040.076
17,1725338.3866436782,2926983.205
18,1725338.3866436782,2833278.552
18,1725338.3866436782,2833231.487
19,1725338.3866436782,2514104.897
19,938863.0248275863,2514082.363
20,1725338.3866436782,2514080.791
21,539168.8967457627,2335808.92
21,539168.8967457627,2334331.208
22,988618.7524525548,2330058.855
22,988618.7524525548,2329763.715
23,988618.7524525548,2313461.87
23,988618.7524525548,2311972.927
24,988618.7524525548,2262106.996
24,988618.7524525548,2262042.072
25,988618.7524525548,2141673.844
25,988618.7524525548,2141575.378
26,988618.7524525548,1912708.88
26,988618.7524525548,1912493.529
27,988618.7524525548,1640453.563
27,988618.7524525548,1640443.511
28,988618.7524525548,1576830.311
28,988618.7524525548,1576792.068
29,539168.8967457627,1570352.396
29,539168.8967457627,1569628.555
30,988618.7524525548,1562176.372
30,988618.7524525548,1562164.794
31,988618.7524525548,1560326.302
31,988618.7524525548,1559711.721
32,539168.8967457627,1307701.871
32,539168.8967457627,1307508.618
33,539168.8967457627,1301757.544
33,539168.8967457627,1301547.709
34,988618.7524525548,1286251.516
34,988618.7524525548,1286029.017
35,988618.7524525548,1268074.097
35,988618.7524525548,1267993.329
36,988618.7524525548,1214261.523
36,988618.7524525548,1204281.969
37,988618.7524525548,1201775.438
37,988618.7524525548,1201044.752
38,988618.7524525548,1051968.279
38,988618.7524525548,1051952.495
39,988618.7524525548,1031456.061
39,988618.7524525548,1023748.84
40,988618.7524525548,1021036.13
40,988618.7524525548,1020904.926
41,988618.7524525548,869743.612
41,988618.7524525548,869544.002
42,988618.7524525548,857147.42
42,988618.7524525548,857054.628
43,988618.7524525548,703095.274
43,988618.7524525548,703045.717
44,988618.7524525548,684692.935
44,988618.7524525548,684674.095
45,988618.7524525548,683063.542
45,988618.7524525548,682841.767
46,988618.7524525548,592917.328
46,988618.7524525548,576757.154
47,988618.7524525548,437442.733
47,988618.7524525548,437432.845
48,988618.7524525548,357614.98
48,988618.7524525548,357577.709
49,539168.8967457627,354573.777
49,539168.8967457627,354286.583
50,539168.8967457627,1351.208
50,539168.8967457627,1342.014
51,539168.8967457627,969.203
51,493689.8447222223,8.04
52,493689.84500000003,8.04
53,493689.8442777778,8.04
54,493689.8443888889,8.04
55,539168.8967457627,0.0
0,893074.6129696969,1554355.51
1,893074.2617575764,1554355.348
2,1422326.2889344261,1554310.658
3,1385864.467095238,1416680.835
3,1759333.5449512198,1416238.38
4,2020808.8138679247,1416050.015
5,1759100.6792439027,1416050.015
6,2020802.8962452828,1416048.889
7,2020802.8545283014,1416048.854
8,1385864.467095238,1416047.482
9,1725338.3866436782,1415964.058
9,1457490.0654166667,1415713.865
10,2020808.8138679247,1415713.865
11,2020802.8962452828,1415712.975
12,2020802.8545283014,1415712.948
13,1725338.3866436782,1415711.606
14,1725338.3866436782,1415657.528
14,1725338.3866436782,1415522.456
15,1725338.3866436782,1414678.905
15,1725338.3866436782,1414671.145
16,1725338.3866436782,790892.864
16,1725338.3866436782,790880.98
17,1725338.3866436782,776800.386
17,1725338.3866436782,773519.73
18,1725338.3866436782,770492.331
18,1725338.3866436782,770160.939
19,1725338.3866436782,111828.849
19,1725338.3866436782,111748.068
20,1725338.3866436782,235.078
20,1.553904761904762,3.473
21,1457490.0654166667,3.473
22,1725338.3866436782,0.0
0,893074.6129696969,760108.114
1,893074.2617575764,760107.969
2,1422326.2889344261,760065.618
3,1385864.467095238,622946.666
3,1759333.5449512198,622662.01
4,2020808.8138679247,622592.964
5,1759100.6792439027,622592.963
6,2020802.8962452828,622592.018
7,2020802.8545283014,622591.995
8,1385864.467095238,622590.781
9,1725338.3866436782,622555.168
9,1725338.3866436782,622281.31
10,1725338.3866436782,622232.84
10,1725338.3866436782,622225.315
11,1725338.3866436782,265554.724
11,938863.0248275863,265536.016
12,1725338.3866436782,265534.755
13,539168.8967457627,247899.359
13,539168.8967457627,247893.294
14,539168.8967457627,1069.29
14,493689.84500000003,7.945
15,493689.8447222223,7.945
16,493689.8442777778,7.944
17,493689.8443888889,7.944
18,539168.8967457627,0.0
0,893074.6129696969,1439545.485
1,893074.2617575764,1439545.308
2,1422326.2889344261,1439502.931
3,1385864.467095238,1303047.17
3,1385864.467095238,1302919.369
4,1385864.467095238,1284464.36
4,1759333.5449512198,1283710.05
5,2020808.8138679247,1283512.509
6,1759100.6792439027,1283512.509
7,2020802.8962452828,1283511.444
8,2020802.8545283014,1283511.422
9,1385864.467095238,1283509.754
10,1725338.3866436782,1283479.166
10,1725338.3866436782,1283207.365
11,1725338.3866436782,668618.966
11,1725338.3866436782,668223.27
12,1725338.3866436782,350217.345
12,938863.0248275863,350183.189
13,1725338.3866436782,350181.827
14,539168.8967457627,6086.312
14,539168.8967457627,4055.26
15,988618.7524525548,2208.2
15,988618.7524525548,1802.082
16,539168.8967457627,1523.938
16,539168.8967457627,411.931
17,539168.8967457627,284.014
17,493689.84500000003,8.017
18,493689.8443888889,8.017
19,493689.8442777778,8.017
20,493689.8447222223,8.017
21,539168.8967457627,0.0
0,893074.6129696969,767084.409
1,893074.2617575764,767083.916
2,1422326.2889344261,767041.97
3,1385864.467095238,633236.914
3,1385864.467095238,633097.402
4,1385864.467095238,627761.55
4,1759333.5449512198,627379.836
5,1759100.6792439027,626882.7
6,2020808.8138679247,626882.7
7,2020802.8962452828,626834.229
8,2020802.8545283014,626834.2
9,1385864.467095238,626832.786
10,1725338.3866436782,30.782
